,emo,labels,sentiment,text,tweet_id,normalized_text
149,,1,,there holiday for dae even during lock down period should continue dawah from home া়িে াু ী াঁা ,,holiday   dae   even   lock   period   continu   dawah   home  
150,,1,,here work from home setup stay safe stay home and fight against corona pic twitter com ycaxgycfi0,,work   home   setup   stay   safe   stay   home   fight   corona   twitter   ycaxgycfi  
151,,-1,,work from home making mental,,work   home   make   mental  
152,,-1,,covid become more harmful before that day want our children back students have become panicked are weeping come home requesting for safer evacuation from bihar odisha pic twitter com kma1vlqyjx,,covid   be   harm   want   child   back   student   be   panick   weep   e   home   request   safer   evacu   bihar   odisha   twitter   kmavlqyjx  
153,,1,,over hrs for documentation and payment pls send someone for new connection urgent basis suffering work from home ,,document   payment   send   someon   new   connect   urgent   basi   suffer   work   home  
154,,-1,,fuck corona,,fuck   corona  
155,,1,,our announced day lockdown for the safety every indian citizen please join hand together with our save our country from corona virus please corona khud baccha aur desh bacchaya rajneeti kara stay home safe and healthy pic twitter com czofwilxod,,announc   lockdown   safeti   everi   indian   citizen   pleas   join   hand   togeth   save   countri   corona   viru   pleas   corona   khud   baccha   desh   bacchaya   rajneeti   kara   stay   home   safe   healthi   twitter   czofwilxod  
156,,1,,she let change wardrobes winter clothes with summer ones ❤ who used complete month summer holiday home work from school last days like there are more days ,,chang   wardrob   winter   cloth   summer   one   use   plet   month   summer   holiday   home   work   school   last   day   like   day  
157,,1,,think should just stay away from twitter unable process the stupidity this parhi likhi jahil elite who sent their maid back home who was tested positive for corona putting other ppl danger too this next level criminal ,,think   stay   away   twitter   unabl   process   stupid   parhi   likhi   jahil   elit   sent   maid   back   home   test   posit   corona   put   danger   next   level   crimin  
158,,1,,request local authorities with folded hands  please allow amazon pantry bigbasket and grofers continue delivery services since both commerce and home delivery have been exempted from lockdown restrictions else there unfortunately more people streets ,,request   local   author   fold   hand   pleas   allow   amazon   pantri   bigbasket   grofer   continu   deliveri   servic   sinc   merc   home   deliveri   exempt   lockdown   restrict   els   unfortun   peopl   street  
159,,1,,nam marvi and from toaday declaring self quarantine won visiting anyone and body should visit won leave home unless urgent responsible citizen pakitan and will play role spoting the covid outbreak stayhome pic twitter com agnbwf2g2v – shershah railways station,,marvi   toaday   declar   self   quarantin   visit   anyon   bodi   visit   leav   home   unless   urgent   respons   citizen   pakitan   play   role   spote   covid   outbreak   stayhom   twitter   agnbwfgv   shershah   railway   station  
160,,1,,how work from home power ,,work   home   power  
161,,-1,,telecommunications was exception during lockdown somehow internet service provider not able reach coz police please address this @ earliest are stuck with our work while working from home ,,telemun   except   lockdown   somehow   internet   servic   provid   abl   reach   polic   pleas   address   earliest   stuck   work   work   home  
162,,-1,,people are depending various loans paying emi from 1st due covid now all are home not able anything req take necessary financial announcement extend emi payments for months all loan provding sectors ,,peopl   depend   variou   loan   pay   st   covid   home   abl   anyth   take   necessari   financi   announc   extend   payment   month   loan   provd   sector  
163,,-1,,bad very bad worst terrible,,worst   terribl  
164,,-1,,motherfucking bastard you swine ,,motherfuck   bastard   swine  
165,,-1,,corona irritating very bad suck modi bad,,corona   irrit   suck   modi   bad  
166,,-1,,sanitizer over ffs get new sanitizer shortage,,sanit   get   sanit   shortag  
167,,-1,,whole world suffering from this critical condition covid not only the citizen india but also citizen this world our honorable india also announced 21daylockdown ,,whole   world   suffer   critic   condit   covid   citizen   india   also   citizen   world   honor   india   also   announc   daylockdown  
168,,-1,,our gudhi with loud clear msgs prevention regular handwashing staying home and also not touching our face unnecessarily let follow msgs from govt and health authorities pic twitter com ohhuolnzrr,,gudhi   loud   clear   msg   prevent   regular   handwash   stay   home   also   touch   face   unnecessarili   follow   msg   govt   health   author   twitter   ohhuolnzrr  
169,,1,,was told that telecom services will open during lockdown down period but here not getting any service form bsnl can you please help need work from home and need strong internet,,told   tele   servic   open   lockdown   period   get   servic   form   bsnl   pleas   help   need   work   home   need   strong   internet  
